Times,TimeBnds,Fluxes,FluxErrs,Freqs,FluxType,FluxUnits,,Obs Coeff,Unabs Coeff,Ratio Coeff,Unabsorbed Flux,Unabsorbed Flux Error
1355.4058,0.472,2.19E-09,3.33E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.37E-09,3.60E-10
1356.1918,0.404,2.26E-09,3.38E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.44E-09,3.64E-10
1357.0478,0.4203,2.17E-09,3.29E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.34E-09,3.55E-10
1358.032,0.522,1.91E-09,2.85E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.06E-09,3.07E-10
1358.9946,0.4599,2.30E-09,3.49E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.48E-09,3.77E-10
1359.7897,0.4153,2.51E-09,3.75E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.71E-09,4.04E-10
1360.613,0.4593,1.96E-09,2.93E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.12E-09,3.16E-10
1361.5283,0.3783,2.54E-09,4.01E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.74E-09,4.32E-10
1362.3668,0.4784,2.43E-09,3.62E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.62E-09,3.91E-10
1363.0465,0.3522,2.69E-09,4.09E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.90E-09,4.41E-10
1363.8839,0.4726,2.10E-09,3.19E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.27E-09,3.45E-10
1364.714,0.3847,2.90E-09,4.33E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.13E-09,4.67E-10
1365.538,0.534,1.94E-09,2.90E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.10E-09,3.13E-10
1366.3164,0.3058,3.01E-09,4.58E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.25E-09,4.94E-10
1367.0867,0.4357,2.21E-09,3.36E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.39E-09,3.63E-10
1367.9642,0.4414,2.18E-09,3.32E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.36E-09,3.58E-10
1368.7756,0.3952,2.25E-09,3.43E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.43E-09,3.70E-10
1369.621,0.4098,2.08E-09,3.10E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.24E-09,3.34E-10
1370.4862,0.3605,2.22E-09,3.31E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.40E-09,3.57E-10
1371.4444,0.463,2.09E-09,3.18E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.26E-09,3.43E-10
1372.409,0.533,1.81E-09,2.74E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.95E-09,2.96E-10
1373.4237,0.5102,1.86E-09,2.89E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.01E-09,3.11E-10
1374.2761,0.3716,2.38E-09,3.56E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.57E-09,3.84E-10
1375.2119,0.5104,1.96E-09,2.92E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.11E-09,3.15E-10
1376.1638,0.4909,2.07E-09,3.12E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.24E-09,3.36E-10
1377.113,0.517,1.84E-09,2.75E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.99E-09,2.96E-10
1378.1803,0.5521,1.96E-09,2.92E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.12E-09,3.15E-10
1379.0654,0.4676,2.16E-09,3.22E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.33E-09,3.47E-10
1379.8805,0.402,2.18E-09,3.31E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.35E-09,3.57E-10
1380.884,0.544,1.81E-09,2.76E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.96E-09,2.97E-10
1381.7464,0.3731,2.34E-09,3.49E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.52E-09,3.76E-10
1382.6931,0.5068,1.90E-09,2.88E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.05E-09,3.11E-10
1383.4627,0.2872,3.25E-09,4.85E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.51E-09,5.23E-10
1384.2202,0.4594,2.01E-09,3.00E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.17E-09,3.24E-10
1385.1257,0.4202,1.98E-09,2.95E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.14E-09,3.19E-10
1386.0362,0.3699,2.99E-09,4.45E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.22E-09,4.80E-10
1386.8043,0.5011,2.05E-09,3.06E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.21E-09,3.30E-10
1387.6578,0.4276,2.02E-09,3.07E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.18E-09,3.31E-10
1388.801,0.642,1.64E-09,2.49E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.77E-09,2.68E-10
1389.7535,0.449,2.07E-09,3.08E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.23E-09,3.33E-10
1390.808,0.584,1.61E-09,2.40E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.74E-09,2.59E-10
1391.774,0.3701,2.46E-09,3.67E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.66E-09,3.96E-10
1392.6691,0.493,2.10E-09,3.14E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.27E-09,3.39E-10
1393.72,0.64,1.58E-09,2.41E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.71E-09,2.60E-10
1394.7721,0.5091,1.98E-09,3.02E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.14E-09,3.25E-10
1395.712,0.5043,2.05E-09,3.05E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.21E-09,3.29E-10
1396.3983,0.262,3.45E-09,5.14E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.72E-09,5.55E-10
1397.1171,0.4292,2.35E-09,3.51E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.54E-09,3.79E-10
1397.97,0.474,1.87E-09,2.79E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.02E-09,3.01E-10
1398.8498,0.3383,2.52E-09,3.75E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.71E-09,4.05E-10
1399.6471,0.3795,2.42E-09,3.68E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.61E-09,3.97E-10
1400.5669,0.5254,2.04E-09,3.05E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.20E-09,3.29E-10
1401.4938,0.5218,1.97E-09,2.99E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.12E-09,3.22E-10
1402.4491,0.5235,2.00E-09,3.00E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.16E-09,3.24E-10
1403.3112,0.4266,2.10E-09,3.13E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.27E-09,3.38E-10
1404.226,0.4359,2.32E-09,3.46E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.51E-09,3.74E-10
1405.13,0.5215,1.95E-09,2.91E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.10E-09,3.14E-10
1406.0566,0.4731,1.92E-09,2.87E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.07E-09,3.09E-10
1406.9872,0.4145,2.30E-09,3.50E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.49E-09,3.78E-10
1407.7567,0.3709,1.98E-09,3.01E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.14E-09,3.25E-10
1408.6673,0.3368,2.59E-09,3.86E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.79E-09,4.16E-10
1409.64,0.574,1.53E-09,2.36E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.65E-09,2.55E-10
1410.819,0.544,1.75E-09,2.66E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.89E-09,2.88E-10
1411.7949,0.4506,2.25E-09,3.48E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.43E-09,3.76E-10
1412.746,0.58,1.76E-09,2.62E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.89E-09,2.82E-10
1413.865,0.616,1.81E-09,2.76E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.96E-09,2.97E-10
1414.784,0.501,1.79E-09,2.67E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.93E-09,2.88E-10
1415.7987,0.4515,2.21E-09,3.35E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.38E-09,3.62E-10
1416.6898,0.4921,1.92E-09,2.91E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.07E-09,3.14E-10
1417.708,0.532,1.86E-09,2.82E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.01E-09,3.05E-10
1418.6611,0.4761,2.04E-09,3.10E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.20E-09,3.35E-10
1419.646,0.543,1.81E-09,2.70E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.96E-09,2.92E-10
1420.6323,0.4796,2.07E-09,3.14E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.23E-09,3.39E-10
1421.5248,0.4647,2.09E-09,3.11E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.25E-09,3.36E-10
1422.4314,0.4604,1.97E-09,3.00E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.13E-09,3.23E-10
1423.3854,0.4644,2.25E-09,3.36E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.43E-09,3.62E-10
1424.1461,0.38,2.61E-09,3.89E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.81E-09,4.19E-10
1424.9481,0.4526,2.12E-09,3.23E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.29E-09,3.48E-10
1425.9736,0.5957,1.92E-09,2.97E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.07E-09,3.21E-10
1426.851,0.511,1.75E-09,2.60E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.88E-09,2.81E-10
1427.8142,0.3849,2.31E-09,3.50E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.49E-09,3.78E-10
1428.7679,0.5256,1.89E-09,2.87E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.04E-09,3.10E-10
1429.6918,0.4585,2.06E-09,3.07E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.22E-09,3.31E-10
1430.5705,0.4139,2.51E-09,3.70E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.70E-09,3.99E-10
1431.4597,0.5273,1.99E-09,3.08E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.14E-09,3.32E-10
1432.3366,0.4738,2.32E-09,3.53E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.50E-09,3.81E-10
1433.0832,0.4126,2.12E-09,3.16E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.28E-09,3.41E-10
1433.955,0.386,2.35E-09,3.57E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.54E-09,3.86E-10
1434.8416,0.4755,2.20E-09,3.27E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.37E-09,3.53E-10
1435.756,0.524,1.57E-09,2.34E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.69E-09,2.53E-10
1436.8895,0.4454,2.23E-09,3.39E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.41E-09,3.66E-10
1437.772,0.4881,1.97E-09,2.95E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.12E-09,3.19E-10
1438.881,0.622,1.60E-09,2.39E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.73E-09,2.58E-10
1439.9752,0.528,1.93E-09,2.88E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.09E-09,3.11E-10
1440.9326,0.5015,2.17E-09,3.23E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.34E-09,3.49E-10
1441.7384,0.4302,2.20E-09,3.29E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.38E-09,3.55E-10
1442.6607,0.4897,2.23E-09,3.32E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.40E-09,3.58E-10
1443.4247,0.3997,2.40E-09,3.65E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.59E-09,3.93E-10
1444.3292,0.5231,1.91E-09,2.84E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.06E-09,3.07E-10
1445.405,0.602,1.65E-09,2.46E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.78E-09,2.65E-10
1446.4563,0.501,2.05E-09,3.06E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.21E-09,3.30E-10
1447.482,0.6,1.39E-09,2.08E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.51E-09,2.24E-10
1448.844,0.599,1.54E-09,2.30E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.67E-09,2.48E-10
1449.9403,0.4642,1.93E-09,2.99E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.09E-09,3.23E-10
1451.025,0.594,1.51E-09,2.34E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.63E-09,2.52E-10
1452.1332,0.4777,2.04E-09,3.03E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.20E-09,3.27E-10
1453.12,0.53,1.85E-09,2.77E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.00E-09,2.98E-10
1454.0984,0.4841,1.97E-09,3.06E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.13E-09,3.30E-10
1455.112,0.562,1.79E-09,2.67E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.93E-09,2.88E-10
1456.0484,0.4379,2.12E-09,3.16E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.29E-09,3.41E-10
1457.035,0.527,1.82E-09,2.87E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.96E-09,3.09E-10
1457.9951,0.4862,1.96E-09,2.92E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.11E-09,3.15E-10
1459.0138,0.5336,1.97E-09,2.94E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.13E-09,3.18E-10
1459.956,0.514,1.76E-09,2.78E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.90E-09,3.00E-10
1461.088,0.611,1.62E-09,2.56E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.75E-09,2.76E-10
1462.0685,0.4694,1.96E-09,2.98E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.12E-09,3.22E-10
1463.0119,0.4575,2.18E-09,3.31E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.35E-09,3.57E-10
1463.966,0.551,1.70E-09,2.58E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.83E-09,2.79E-10
1464.9028,0.3843,2.43E-09,3.70E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.63E-09,3.99E-10
1465.7344,0.4454,1.91E-09,2.91E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.06E-09,3.13E-10
1466.813,0.544,1.73E-09,2.57E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.86E-09,2.78E-10
1467.7813,0.4108,2.56E-09,3.82E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.77E-09,4.12E-10
1468.618,0.505,1.82E-09,2.71E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.96E-09,2.92E-10
1469.706,0.547,1.85E-09,2.81E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.99E-09,3.03E-10
1470.6784,0.5058,1.98E-09,3.00E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.13E-09,3.24E-10
1471.6399,0.519,2.06E-09,3.13E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.22E-09,3.37E-10
1472.5365,0.5047,2.16E-09,3.23E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.33E-09,3.48E-10
1473.3306,0.4199,2.39E-09,3.57E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.58E-09,3.85E-10
1474.363,0.657,1.69E-09,2.52E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.82E-09,2.72E-10
1475.417,0.586,1.73E-09,2.63E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.87E-09,2.84E-10
1476.3808,0.4688,2.19E-09,3.26E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.36E-09,3.52E-10
1477.2648,0.4828,2.14E-09,3.25E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.31E-09,3.50E-10
1478.42,0.761,1.54E-09,2.30E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.67E-09,2.49E-10
1479.3911,0.5008,2.01E-09,3.00E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.17E-09,3.23E-10
1480.1828,0.346,2.49E-09,3.72E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.69E-09,4.01E-10
1481.25,0.65,1.77E-09,2.63E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.91E-09,2.84E-10
1482.157,0.48,1.89E-09,2.82E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.04E-09,3.04E-10
1483.294,0.612,1.51E-09,2.25E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.63E-09,2.43E-10
1484.489,0.548,1.61E-09,2.45E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.74E-09,2.65E-10
1485.71,0.607,1.57E-09,2.39E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.70E-09,2.58E-10
1486.839,0.547,1.78E-09,2.65E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.92E-09,2.86E-10
1487.8472,0.4865,2.08E-09,3.10E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.24E-09,3.34E-10
1488.836,0.561,1.73E-09,2.62E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.86E-09,2.83E-10
1489.895,0.536,1.67E-09,2.48E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.80E-09,2.68E-10
1490.9774,0.4784,2.18E-09,3.25E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.35E-09,3.50E-10
1492.029,0.658,1.53E-09,2.37E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.65E-09,2.56E-10
1493.0705,0.4952,2.05E-09,3.06E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.21E-09,3.30E-10
1493.874,0.3736,2.15E-09,3.20E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.32E-09,3.45E-10
1495.117,0.732,1.51E-09,2.29E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.63E-09,2.47E-10
1496.174,0.549,1.74E-09,2.65E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.88E-09,2.86E-10
1497.271,0.572,1.71E-09,2.59E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.84E-09,2.80E-10
1498.506,0.709,1.56E-09,2.38E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.69E-09,2.57E-10
1499.493,0.499,1.89E-09,2.82E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.04E-09,3.04E-10
1500.4799,0.4803,2.06E-09,3.14E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.23E-09,3.38E-10
1501.3146,0.4078,2.48E-09,3.77E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.68E-09,4.07E-10
1502.0844,0.4232,2.40E-09,3.65E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.59E-09,3.94E-10
1502.8696,0.4291,1.91E-09,2.90E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.06E-09,3.13E-10
1503.844,0.4215,1.95E-09,2.91E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.10E-09,3.14E-10
1504.922,0.525,1.77E-09,2.68E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.91E-09,2.90E-10
1505.986,0.528,1.79E-09,2.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.94E-09,2.94E-10
1506.9206,0.4184,2.32E-09,3.46E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.51E-09,3.74E-10
1507.936,0.616,1.83E-09,2.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.97E-09,2.94E-10
1508.888,0.528,1.62E-09,2.45E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.74E-09,2.65E-10
1509.9603,0.4408,2.07E-09,3.09E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.24E-09,3.34E-10
1510.8126,0.3768,2.16E-09,3.28E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.33E-09,3.54E-10
1511.975,0.671,1.53E-09,2.33E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.65E-09,2.51E-10
1513.0228,0.4947,1.89E-09,2.87E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.04E-09,3.10E-10
1514.076,0.557,1.83E-09,2.78E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.97E-09,3.00E-10
1514.9805,0.4367,2.11E-09,3.15E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.28E-09,3.40E-10
1515.968,0.524,1.75E-09,2.71E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.89E-09,2.92E-10
1517.043,0.542,1.66E-09,2.52E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.79E-09,2.71E-10
1518.1128,0.4804,2.02E-09,3.07E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.18E-09,3.31E-10
1519.1079,0.5486,1.95E-09,2.90E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.10E-09,3.13E-10
1519.9589,0.4229,2.37E-09,3.53E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.56E-09,3.81E-10
1520.8355,0.4971,2.12E-09,3.16E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.29E-09,3.41E-10
1521.6556,0.4206,2.03E-09,3.03E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.19E-09,3.27E-10
1522.741,0.57,1.62E-09,2.41E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.75E-09,2.60E-10
1523.931,0.586,1.65E-09,2.51E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.78E-09,2.71E-10
1524.8564,0.3763,2.58E-09,3.85E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.78E-09,4.15E-10
1525.7114,0.4946,2.04E-09,3.16E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.20E-09,3.41E-10
1526.691,0.57,1.64E-09,2.54E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.77E-09,2.74E-10
1527.7397,0.493,1.98E-09,2.96E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.14E-09,3.19E-10
1528.814,0.608,1.72E-09,2.62E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.86E-09,2.82E-10
1529.897,0.603,1.84E-09,2.80E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.99E-09,3.02E-10
1530.863,0.553,1.87E-09,2.80E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.02E-09,3.02E-10
1531.933,0.608,1.62E-09,2.41E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.74E-09,2.60E-10
1533.0046,0.5041,2.25E-09,3.36E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.43E-09,3.63E-10
1533.939,0.595,1.64E-09,2.49E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.76E-09,2.68E-10
1535.181,0.692,1.40E-09,2.09E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.51E-09,2.25E-10
1536.3364,0.4877,2.01E-09,3.05E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.17E-09,3.30E-10
1537.12,0.3389,2.80E-09,4.17E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.02E-09,4.50E-10
1537.9661,0.5055,2.00E-09,3.10E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.16E-09,3.34E-10
1538.94,0.556,1.75E-09,2.61E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.89E-09,2.81E-10
1540.03,0.559,1.75E-09,2.61E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.89E-09,2.81E-10
1541.0124,0.4544,2.02E-09,3.07E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.18E-09,3.31E-10
