Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,,
10390.368,,,s,4.00E-11,9.05E-12,9.05E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
10436.254,,,s,4.06E-11,9.13E-12,9.13E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
10492.083,,,s,2.85E-11,6.15E-12,6.15E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
10558.579,,,s,3.54E-11,7.27E-12,7.27E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
11809.447,,,s,3.15E-11,7.07E-12,7.07E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
11869.608,,,s,3.61E-11,7.93E-12,7.93E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
11929.652,,,s,2.48E-11,5.49E-12,5.49E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
22581.316,,,s,1.21E-11,2.66E-12,2.66E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
22694.849,,,s,9.26E-12,2.08E-12,2.08E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
22833.98,,,s,1.38E-11,3.11E-12,3.11E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
22971.533,,,s,1.16E-11,2.61E-12,2.61E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
23058.033,,,s,1.72E-11,3.89E-12,3.89E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
23269.839,,,s,1.04E-11,2.34E-12,2.34E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
23458.114,,,s,1.35E-11,2.98E-12,2.98E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
23606.791,,,s,9.09E-12,2.00E-12,2.00E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
23710.826,,,s,1.54E-11,3.46E-12,3.46E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
23779.403,,,s,1.64E-11,3.68E-12,3.68E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
23857.903,,,s,1.48E-11,3.23E-12,3.23E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
23939.742,,,s,1.43E-11,3.22E-12,3.22E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
24047,,,s,9.86E-12,1.91E-12,1.91E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
28888.517,,,s,8.21E-12,1.85E-12,1.85E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
29013.012,,,s,9.79E-12,2.20E-12,2.20E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
29132.869,,,s,1.16E-11,2.62E-12,2.62E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
29238.293,,,s,9.83E-12,2.20E-12,2.20E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
29403.269,,,s,6.89E-12,1.56E-12,1.56E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
29553.196,,,s,7.95E-12,1.79E-12,1.79E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
29771.943,,,s,7.88E-12,1.31E-12,1.31E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
34680.615,,,s,5.24E-12,1.19E-12,1.19E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
34836.986,,,s,1.13E-11,2.54E-12,2.54E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
34950.68,,,s,7.85E-12,1.77E-12,1.77E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
35065.394,,,s,9.59E-12,2.15E-12,2.15E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
35203.29,,,s,8.31E-12,1.87E-12,1.87E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
35347.084,,,s,7.21E-12,1.62E-12,1.62E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
35483.74,,,s,8.49E-12,1.90E-12,1.90E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
35603.543,,,s,1.20E-11,2.41E-12,2.41E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
40407.251,,,s,7.32E-12,1.61E-12,1.61E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
40596.262,,,s,5.06E-12,1.14E-12,1.14E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
40758.387,,,s,9.09E-12,2.04E-12,2.04E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
40911.682,,,s,5.12E-12,1.16E-12,1.16E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
41123.687,,,s,6.04E-12,1.36E-12,1.36E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
41307,,,s,3.68E-12,9.74E-13,9.74E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
47023.153,,,s,4.12E-12,8.84E-13,8.84E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
51355.355,,,s,4.35E-12,1.13E-12,1.13E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
52468.833,,,s,5.15E-12,1.16E-12,1.16E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
52763.792,,,s,3.81E-12,7.86E-13,7.86E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
80407.568,,,s,4.00E-12,1.04E-12,1.04E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
80646.93,,,s,2.95E-12,7.83E-13,7.83E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
81016.479,,,s,2.25E-12,5.93E-13,5.93E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
81447.079,,,s,2.04E-12,4.16E-13,4.16E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
86541.636,,,s,1.80E-12,4.69E-13,4.69E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
86951.384,,,s,2.58E-12,6.71E-13,6.71E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
87736.914,,,s,2.65E-12,4.88E-13,4.88E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
98257.107,,,s,2.73E-12,7.13E-13,7.13E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
98736.472,,,s,2.52E-12,4.83E-13,4.83E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
109608.243,,,s,2.17E-12,4.43E-13,4.43E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
115775.907,,,s,1.13E-12,2.53E-13,2.53E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
132656.115,,,s,1.39E-12,3.16E-13,3.16E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
166826.53,,,s,9.52E-13,2.36E-13,2.36E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
194487.832,,,s,6.72E-13,1.41E-13,1.41E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
221984.357,,,s,8.79E-13,1.85E-13,1.85E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
241599.022,,,s,9.48E-13,2.50E-13,2.50E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
305874.782,,,s,5.64E-13,8.15E-14,8.15E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
392155.302,,,s,4.46E-13,7.36E-14,7.36E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
488927.623,,,s,2.96E-13,6.42E-14,6.42E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
537730.769,,,s,2.28E-13,5.84E-14,5.84E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
625133.627,,,s,2.15E-13,5.57E-14,5.57E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
767462.397,,,s,2.16E-13,5.38E-14,5.38E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
870061.933,,,s,1.46E-13,2.85E-14,2.85E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1413543.347,,,s,4.56E-14,1.24E-14,1.24E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
185,,,s,-1.24E+00,3.00E-02,3.00E-02,erg cm-2 s-1,Spectral Index,,7.25E+16,2.42E+18,Hz,,,,
639,,,s,-7.00E-01,4.00E-02,4.00E-02,erg cm-2 s-1,Spectral Index,,7.25E+16,2.42E+18,Hz,,,,
4387,,,s,-1.13E+00,2.70E-01,2.80E-01,erg cm-2 s-1,Spectral Index,,7.25E+16,2.42E+18,Hz,,,,
121314,,,s,-9.60E-01,9.80E-02,1.00E-01,erg cm-2 s-1,Spectral Index,,7.25E+16,2.42E+18,Hz,,,,
