Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Model,Frequency,FrequencyLower,FrequencyUpper,FrequencyUnits,,
82684.8,,,seconds,0.118,0.005,0.005,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,
82771.2,,,seconds,0.118,0.005,0.005,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,
82944,,,seconds,0.12,0.005,0.005,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,
83030.4,,,seconds,0.118,0.005,0.005,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,
99100.8,,,seconds,0.074,0.004,0.004,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,
172800,,,seconds,0.025,0.005,0.005,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,
257126.4,,,seconds,0.013,0.001,0.001,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,
344044.8,,,seconds,0.008,0.001,0.001,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,
474163.2,,,seconds,0.005,0,0,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,
566265.6,,,seconds,0.003,0.001,0.001,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,
4665.6,,,seconds,4.966,0.18,0.18,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
4752,,,seconds,4.921,0.178,0.178,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
5270.4,,,seconds,4.447,0.121,0.121,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
5270.4,,,seconds,4.529,0.123,0.123,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
5875.2,,,seconds,3.767,0.103,0.103,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
5961.6,,,seconds,3.665,0.1,0.1,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
7862.4,,,seconds,2.754,0.124,0.124,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
7862.4,,,seconds,2.754,0.124,0.124,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
8380.8,,,seconds,2.444,0.11,0.11,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
8467.2,,,seconds,2.421,0.13,0.13,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
8985.6,,,seconds,2.229,0.1,0.1,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
9072,,,seconds,2.229,0.1,0.1,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
16329.6,,,seconds,1.117,0.126,0.126,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
16329.6,,,seconds,1.148,0.111,0.111,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
16848,,,seconds,0.973,0.077,0.077,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
16934.4,,,seconds,0.921,0.057,0.057,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
17452.8,,,seconds,0.912,0.065,0.065,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
17539.2,,,seconds,1,0.062,0.062,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
85190.4,,,seconds,0.177,0.011,0.011,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
85363.2,,,seconds,0.174,0.012,0.012,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,
604.8,,,seconds,15.626,0.563,0.563,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
4924.8,,,seconds,2.045,0.058,0.058,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
6307.2,,,seconds,1.596,0.078,0.078,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
9676.8,,,seconds,0.895,0.035,0.035,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
10022.4,,,seconds,0.867,0.031,0.031,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
10281.6,,,seconds,0.873,0.03,0.03,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
22464,,,seconds,0.364,0.012,0.012,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
29116.8,,,seconds,0.275,0.016,0.016,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
45446.4,,,seconds,0.183,0.009,0.009,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
51926.4,,,seconds,0.181,0.011,0.011,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
74995.2,,,seconds,0.135,0.01,0.01,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
92188.8,,,seconds,0.121,0.01,0.01,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
108604.8,,,seconds,0.085,0.008,0.008,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
166060.8,,,seconds,0.044,0.014,0.014,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
260064,,,seconds,0.024,0.005,0.005,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
4752,,,seconds,1.45,0.05,0.05,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
6220.8,,,seconds,1.058,0.039,0.039,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
21600,,,seconds,0.245,0.01,0.01,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
28512,,,seconds,0.205,0.008,0.008,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
34992,,,seconds,0.17,0.015,0.015,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
51148.8,,,seconds,0.137,0.007,0.007,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
67219.2,,,seconds,0.101,0.011,0.011,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
80697.6,,,seconds,0.08,0.006,0.006,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
107740.8,,,seconds,0.044,0.006,0.006,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
120960,,,seconds,0.047,0.006,0.006,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
185587.2,,,seconds,0.013,0.006,0.006,mjy,Spectral,SpectralFlux,6.83E+14,,,hz,,
4147.2,,,seconds,3.025,0.112,0.112,mjy,Spectral,SpectralFlux,5.49E+14,,,hz,,
5616,,,seconds,2.427,0.094,0.094,mjy,Spectral,SpectralFlux,5.49E+14,,,hz,,
15724.8,,,seconds,0.676,0.031,0.031,mjy,Spectral,SpectralFlux,5.49E+14,,,hz,,
40348.8,,,seconds,0.315,0.02,0.02,mjy,Spectral,SpectralFlux,5.49E+14,,,hz,,
72835.2,,,seconds,0.169,0.053,0.053,mjy,Spectral,SpectralFlux,5.49E+14,,,hz,,
90115.2,,,seconds,0.206,0.074,0.074,mjy,Spectral,SpectralFlux,5.49E+14,,,hz,,
126489.6,,,seconds,0.122,0.016,0.016,mjy,Spectral,SpectralFlux,5.49E+14,,,hz,,
76.6549,,,seconds,7.89E-09,9.83E-10,9.83E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
77.4628,,,seconds,9.74E-09,1.22E-09,1.22E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
78.2164,,,seconds,1.19E-08,1.49E-09,1.49E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
78.9312,,,seconds,8.31E-09,1.04E-09,1.04E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
80.042,,,seconds,7.27E-09,9.12E-10,9.12E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
81.0078,,,seconds,7.88E-09,9.89E-10,9.89E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
82.079,,,seconds,7.19E-09,9.27E-10,9.27E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
82.9324,,,seconds,9.79E-09,1.26E-09,1.26E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
83.7604,,,seconds,1.06E-08,1.30E-09,1.30E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
