Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,SlopGroup
9417.6,,,s,1.355,0.025,0.025,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
9504,,,s,1.343,0.025,0.025,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
10108.8,,,s,1.213,0.033,0.033,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
10195.2,,,s,1.247,0.034,0.034,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
10195.2,,,s,1.191,0.032,0.032,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
10281.6,,,s,1.225,0.033,0.033,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
10713.6,,,s,1.148,0.021,0.021,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
10713.6,,,s,1.17,0.021,0.021,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
10800,,,s,1.107,0.02,0.02,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
10886.4,,,s,1.148,0.031,0.031,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
10886.4,,,s,1.107,0.02,0.02,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
10886.4,,,s,1.086,0.03,0.03,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
10972.8,,,s,1.097,0.03,0.03,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
10972.8,,,s,1.097,0.04,0.04,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
11491.2,,,s,1.038,0.028,0.028,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
11577.6,,,s,1.028,0.028,0.028,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
11577.6,,,s,1.019,0.019,0.019,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
11664,,,s,1.009,0.018,0.018,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
11664,,,s,1,0.018,0.018,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
11750.4,,,s,1.009,0.018,0.018,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
12441.6,,,s,0.921,0.017,0.017,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
12614.4,,,s,0.912,0.025,0.025,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
14688,,,s,0.738,0.013,0.013,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
14774.4,,,s,0.738,0.013,0.013,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
14947.2,,,s,0.731,0.013,0.013,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
15033.6,,,s,0.718,0.013,0.013,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
15206.4,,,s,0.705,0.013,0.013,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
16156.8,,,s,0.667,0.024,0.024,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
16156.8,,,s,0.679,0.031,0.031,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
16502.4,,,s,0.643,0.018,0.018,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
16588.8,,,s,0.649,0.018,0.018,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
17193.6,,,s,0.643,0.018,0.018,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
17193.6,,,s,0.619,0.017,0.017,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
17798.4,,,s,0.603,0.011,0.011,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
17971.2,,,s,0.597,0.011,0.011,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
18576,,,s,0.597,0.032,0.032,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
18662.4,,,s,0.586,0.026,0.026,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
18662.4,,,s,0.586,0.026,0.026,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
18748.8,,,s,0.586,0.026,0.026,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
19180.8,,,s,0.57,0.021,0.021,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
19180.8,,,s,0.586,0.021,0.021,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
19267.2,,,s,0.555,0.025,0.025,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
19353.6,,,s,0.555,0.02,0.02,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
20044.8,,,s,0.555,0.015,0.015,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
20217.6,,,s,0.545,0.015,0.015,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
82512,,,s,0.115,0.005,0.005,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
82684.8,,,s,0.118,0.005,0.005,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
82771.2,,,s,0.118,0.005,0.005,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
82944,,,s,0.12,0.005,0.005,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
83030.4,,,s,0.118,0.005,0.005,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
99100.8,,,s,0.074,0.004,0.004,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
172800,,,s,0.025,0.005,0.005,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
257126.4,,,s,0.013,0.001,0.001,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
344044.8,,,s,0.008,0.001,0.001,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
474163.2,,,s,0.005,0.001,0.001,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
566265.6,,,s,0.003,0.001,0.001,mJy,Spectral Flux,4.90E+14,,,Hz,r,r_offset,slop
4665.6,,,s,4.966,0.18,0.18,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
4752,,,s,4.921,0.178,0.178,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
5270.4,,,s,4.447,0.121,0.121,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
5270.4,,,s,4.529,0.123,0.123,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
5875.2,,,s,3.767,0.103,0.103,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
5961.6,,,s,3.665,0.1,0.1,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
7862.4,,,s,2.754,0.124,0.124,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
7862.4,,,s,2.754,0.124,0.124,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
8380.8,,,s,2.444,0.11,0.11,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
8467.2,,,s,2.421,0.13,0.13,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
8985.6,,,s,2.229,0.1,0.1,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
9072,,,s,2.229,0.1,0.1,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
16329.6,,,s,1.117,0.126,0.126,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
16329.6,,,s,1.148,0.111,0.111,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
16848,,,s,0.973,0.077,0.077,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
16934.4,,,s,0.921,0.057,0.057,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
17452.8,,,s,0.912,0.065,0.065,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
17539.2,,,s,1,0.062,0.062,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
85190.4,,,s,0.177,0.011,0.011,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
85363.2,,,s,0.174,0.012,0.012,mJy,Spectral Flux,3.37E+14,,,Hz,z,z_offset,slop
604.8,,,s,15.626,0.563,0.563,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
4924.8,,,s,2.045,0.058,0.058,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
6307.2,,,s,1.596,0.078,0.078,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
9676.8,,,s,0.895,0.035,0.035,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
10022.4,,,s,0.867,0.031,0.031,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
10281.6,,,s,0.873,0.03,0.03,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
22464,,,s,0.364,0.012,0.012,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
29116.8,,,s,0.275,0.016,0.016,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
45446.4,,,s,0.183,0.009,0.009,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
51926.4,,,s,0.181,0.011,0.011,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
74995.2,,,s,0.135,0.01,0.01,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
92188.8,,,s,0.121,0.01,0.01,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
108604.8,,,s,0.085,0.008,0.008,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
166060.8,,,s,0.044,0.014,0.014,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
260064,,,s,0.024,0.005,0.005,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
432,,,s,13.366,0.371,0.371,mJy,Spectral Flux,8.66E+14,,,Hz,uvot-u,uvot-u_offset,slop
4752,,,s,1.45,0.05,0.05,mJy,Spectral Flux,8.66E+14,,,Hz,uvot-u,uvot-u_offset,slop
6220.8,,,s,1.058,0.039,0.039,mJy,Spectral Flux,8.66E+14,,,Hz,uvot-u,uvot-u_offset,slop
21600,,,s,0.245,0.01,0.01,mJy,Spectral Flux,8.66E+14,,,Hz,uvot-u,uvot-u_offset,slop
28512,,,s,0.205,0.008,0.008,mJy,Spectral Flux,8.66E+14,,,Hz,uvot-u,uvot-u_offset,slop
34992,,,s,0.17,0.015,0.015,mJy,Spectral Flux,8.66E+14,,,Hz,uvot-u,uvot-u_offset,slop
51148.8,,,s,0.137,0.007,0.007,mJy,Spectral Flux,8.66E+14,,,Hz,uvot-u,uvot-u_offset,slop
67219.2,,,s,0.101,0.011,0.011,mJy,Spectral Flux,8.66E+14,,,Hz,uvot-u,uvot-u_offset,slop
80697.6,,,s,0.08,0.006,0.006,mJy,Spectral Flux,8.66E+14,,,Hz,uvot-u,uvot-u_offset,slop
107740.8,,,s,0.044,0.006,0.006,mJy,Spectral Flux,8.66E+14,,,Hz,uvot-u,uvot-u_offset,slop
120960,,,s,0.047,0.006,0.006,mJy,Spectral Flux,8.66E+14,,,Hz,uvot-u,uvot-u_offset,slop
185587.2,,,s,0.013,0.006,0.006,mJy,Spectral Flux,8.66E+14,,,Hz,uvot-u,uvot-u_offset,slop
4147.2,,,s,3.025,0.112,0.112,mJy,Spectral Flux,5.49E+14,,,Hz,uvot-v,uvot-v_offset,slop
5616,,,s,2.427,0.094,0.094,mJy,Spectral Flux,5.49E+14,,,Hz,uvot-v,uvot-v_offset,slop
15724.8,,,s,0.676,0.031,0.031,mJy,Spectral Flux,5.49E+14,,,Hz,uvot-v,uvot-v_offset,slop
